City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,motomachi,43.8228,144.1044,-3.99,63,40,5.14,JP,1701513970
361,kourou,5.1552,-52.6478,23.03,75,94,2.44,GF,1701513971
362,limulunga,-15.0969,23.1376,28.77,45,88,2.61,ZM,1701513971
363,fedorovskiy,45.0972,40.9517,18.46,45,81,4.74,RU,1701513972
364,colby,39.3958,-101.0524,-1.97,78,100,1.54,US,1701513972
365,fale old settlement,-9.3852,-171.2468,26.15,90,100,7.39,TK,1701513973
366,ballina,-28.8667,153.5667,22.72,88,16,4.8,AU,1701513840
367,yoloten,37.2989,62.3597,18.03,36,4,0.75,TM,1701513973
368,mount gambier,-37.8333,140.7667,10.56,88,61,2.68,AU,1701513974
369,margate,51.3813,1.3862,0.73,76,77,5.59,GB,1701513703
370,uliastay,47.7417,96.8444,-11.62,70,10,2.96,MN,1701513975
371,acopiara,-6.0953,-39.4525,27.89,57,11,3.15,BR,1701513975
372,faya-largeau,17.9257,19.1043,31.43,9,10,8.52,TD,1701513976
373,canutama,-6.5339,-64.3831,23.74,97,100,0.3,BR,1701513976
374,ratnagiri,16.9833,73.3,28.33,65,89,4.34,IN,1701513977
375,susanville,40.4163,-120.653,3.23,79,40,3.09,US,1701513977
376,shijiazhuang,38.0414,114.4786,-0.08,19,0,1.6,CN,1701513978
377,flying fish cove,-10.4217,105.6791,25.82,73,75,5.14,CX,1701513978
378,celendin,-6.8703,-78.1517,12.29,92,99,0.3,PE,1701513979
379,amalapuram,16.5833,82.0167,27.13,68,100,5.3,IN,1701513805
380,spring creek,40.7266,-115.5859,-1.18,93,98,3.71,US,1701513980
381,novosergiyevka,52.0934,53.6528,1.61,88,100,8.16,RU,1701513980
382,san salvador,13.6894,-89.1872,20.13,90,70,0.94,SV,1701513981
383,ouargla,31.9493,5.325,21.04,14,75,4.12,DZ,1701513981
384,yuzhno-kurilsk,44.0306,145.8556,1.32,64,9,5.29,RU,1701513982
385,domoni,-12.2569,44.5319,28.05,77,100,3.84,KM,1701513983
386,harstad,68.799,16.5293,-1.32,84,98,0.89,NO,1701513840
387,"laikit, laikit ii (dimembe)",1.4792,124.9735,24.47,100,40,0.0,ID,1701513984
388,otjimbingwe,-22.35,16.1333,33.04,29,68,3.75,NA,1701513984
389,akureyri,65.6835,-18.0878,-5.04,93,100,2.57,IS,1701513985
390,paita,-5.0892,-81.1144,19.77,86,43,4.77,PE,1701513985
391,fada,9.5667,8.3,32.89,14,31,1.69,NG,1701513986
392,lombardia,19.15,-102.0333,19.86,82,98,1.03,MX,1701513986
393,prince edward,44.0001,-77.2495,2.23,97,100,1.34,CA,1701513986
394,shimoda,34.6667,138.95,10.54,65,62,0.87,JP,1701513987
395,sungailiat,-1.85,106.1333,27.19,81,68,1.82,ID,1701513987
396,atyashevo,54.5644,46.0691,-6.39,94,97,5.82,RU,1701513988
397,evanston,42.0411,-87.6901,5.1,86,100,3.13,US,1701513988
398,crane,31.3974,-102.3501,11.23,43,92,4.69,US,1701513989
399,kirakira,-10.4544,161.9205,27.51,87,100,4.44,SB,1701513989
400,polyarnyy,69.1989,33.4478,-10.14,96,94,1.99,RU,1701513990
401,aswan,24.0934,32.907,27.61,26,0,3.6,EG,1701513919
402,puerto deseado,-47.7503,-65.8938,9.52,34,5,10.12,AR,1701513991
403,mohr,54.3528,9.7167,0.08,93,95,1.03,DE,1701513991
404,tsiombe,-25.3,45.4833,25.2,43,75,7.63,MG,1701513991
405,alta,69.9689,23.2717,-13.41,78,20,2.06,NO,1701513993
406,zolochiv,49.806,24.8944,0.41,99,100,3.83,UA,1701513994
407,ghadamis,30.1337,9.5007,24.53,11,100,3.17,LY,1701513995
408,raholt,60.2667,11.1833,-10.07,90,40,2.06,NO,1701513995
409,entebbe,0.0644,32.4469,26.18,73,20,4.12,UG,1701513996
410,cannonvale,-20.2833,148.7,26.66,86,67,3.35,AU,1701513996
411,zouerate,22.7187,-12.4521,22.47,54,72,0.81,MR,1701513998
412,antsiranana,-12.2787,49.2917,27.42,83,75,0.0,MG,1701513999
413,la gi,10.6667,107.7833,27.37,74,100,8.23,VN,1701513999
414,paracatu,-17.2222,-46.8747,27.25,56,60,0.93,BR,1701514000
415,pangody,65.85,74.4859,-15.56,95,94,5.29,RU,1701514001
416,palmer,42.1584,-72.3287,7.7,82,100,1.54,US,1701513704
417,belle fourche,44.6714,-103.8522,0.05,53,59,1.74,US,1701514002
418,camana,-16.6228,-72.7111,19.15,83,96,3.49,PE,1701514003
419,le moule,16.3332,-61.3473,26.77,100,7,0.89,GP,1701514003
420,sinabang,2.4803,96.3801,26.59,84,97,1.95,ID,1701514004
421,khandyga,62.6667,135.6,-31.28,99,100,1.18,RU,1701514005
422,port arthur,38.8,121.2667,2.12,40,0,4.13,CN,1701514006
423,tura,25.5198,90.2201,20.64,74,59,0.62,IN,1701514006
424,mwinilunga,-11.7358,24.4293,21.55,81,98,1.59,ZM,1701514007
425,jiuquan,39.7432,98.5174,0.06,21,93,1.71,CN,1701514008
426,vadso,70.0744,29.7487,-4.91,80,75,5.14,NO,1701514009
427,torghay,49.6339,63.4981,4.37,79,100,8.33,KZ,1701513711
428,puerto san jose,13.9256,-90.8244,24.79,84,42,2.37,GT,1701514009
429,mirny,62.5353,113.9611,-33.82,100,50,0.83,RU,1701513966
430,meersburg,47.6942,9.2711,0.74,96,100,2.24,DE,1701514010
431,machiques,10.0644,-72.545,22.81,77,69,0.97,VE,1701514011
432,velizh,55.6056,31.1967,-6.95,95,92,1.65,RU,1701514012
433,floro,61.5996,5.0328,-2.02,86,20,3.6,NO,1701513760
434,yacuiba,-22.038,-63.6797,26.2,71,71,1.07,BO,1701514013
435,obo,5.3998,26.4869,33.51,41,14,1.02,CF,1701514013
436,san ignacio de velasco,-16.3667,-60.95,25.35,74,9,3.96,BO,1701514014
437,skopin,53.8249,39.5505,-7.74,94,33,2.79,RU,1701514015
438,tarfaya,27.9358,-12.9218,20.16,81,4,7.07,MA,1701514015
439,mil'kovo,55.6078,37.7956,-2.27,95,95,2.15,RU,1701514016
440,jhabua,22.7667,74.6,26.95,54,46,2.58,IN,1701514016
441,ancud,-41.8697,-73.8203,8.01,72,25,3.92,CL,1701514017
442,lubbock,33.6001,-101.8338,6.88,60,75,3.6,US,1701513743
443,el-tor,28.2364,33.6254,24.08,57,0,6.17,EG,1701514018
444,kriel,-26.2739,29.2253,34.41,13,0,0.85,ZA,1701514019
445,chaman,30.9236,66.4512,16.33,31,0,2.34,PK,1701513990
446,chhatak,25.0333,91.6667,23.73,65,99,0.92,BD,1701514021
447,choyr,46.3611,108.3611,-10.29,82,34,2.82,MN,1701514022
448,colotlan,22.1,-103.2667,8.08,66,100,0.4,MX,1701514022
449,meridian,43.6121,-116.3915,2.83,94,100,3.6,US,1701514023
450,sarakhs,36.5449,61.1577,18.75,32,2,2.53,IR,1701514023
451,bucerias,20.75,-105.3333,22.21,79,100,2.56,MX,1701514024
452,pyay,18.8167,95.2167,26.86,65,24,2.0,MM,1701514024
453,xiongzhou,25.1167,114.3,10.45,76,56,1.89,CN,1701514025
454,matthew town,20.95,-73.6667,27.01,71,63,8.57,BS,1701514025
455,naze,28.3667,129.4833,14.51,62,82,3.82,JP,1701514026
456,funafuti,-8.5243,179.1942,28.0,89,100,0.0,TV,1701513943
457,batamshinskiy,50.5594,58.2747,2.74,96,100,13.36,KZ,1701514027
458,kagizman,40.1567,43.1342,11.15,51,49,1.74,TR,1701514028
459,mocimboa,-11.3167,40.35,29.88,63,94,3.35,MZ,1701514028
460,albina,5.5,-54.05,25.17,86,89,1.01,SR,1701514029
461,gizo,-8.103,156.8419,28.21,79,100,1.52,SB,1701513741
462,bonthe,7.5264,-12.505,30.77,63,97,0.7,SL,1701514029
463,queenstown,-31.8976,26.8753,32.26,19,97,4.04,ZA,1701513686
464,pajara,28.3504,-14.1076,20.73,70,59,7.8,ES,1701514030
465,la malbaie,47.6575,-70.1559,0.92,92,100,4.36,CA,1701514031
466,pangai,-19.8,-174.35,26.31,84,6,7.51,TO,1701514032
467,reggane,26.7158,0.1714,24.84,9,0,3.1,DZ,1701514032
468,villa gesell,-37.2639,-56.973,18.36,84,0,0.88,AR,1701514033
469,enkoping,59.6361,17.0777,-6.94,87,97,3.19,SE,1701514033
470,wewak,-3.5534,143.6268,27.04,87,81,3.76,PG,1701514034
471,enoch,37.7733,-113.0244,-1.4,64,0,4.12,US,1701514034
472,tuszyn,51.6095,19.5301,-1.13,86,100,1.54,PL,1701514035
473,ilhabela,-23.7781,-45.3581,26.03,74,64,0.09,BR,1701514036
474,al fashn,28.8243,30.8995,25.76,32,0,7.85,EG,1701514037
475,shunyi,40.125,116.6453,-2.03,43,0,1.0,CN,1701514037
476,riviere-du-loup,47.8304,-69.5342,-1.51,80,100,3.09,CA,1701514038
477,marsh harbour,26.5412,-77.0636,25.06,85,84,5.66,BS,1701514038
478,bembereke,10.2283,2.6634,34.03,13,12,3.37,BJ,1701514039
479,altai,46.3722,96.2583,-7.1,42,8,1.93,MN,1701514039
480,le port,-20.9373,55.2919,26.0,94,100,2.36,RE,1701513809
481,skelleftea,64.7507,20.9528,-9.8,100,75,4.63,SE,1701514040
482,kalmunai,7.4167,81.8167,26.01,83,100,2.52,LK,1701514041
483,minas de marcona,-15.2119,-75.1103,13.85,88,53,5.02,PE,1701514041
484,butembo,0.15,29.2833,20.26,80,81,1.36,CD,1701514041
485,new ulm,44.3125,-94.4605,-4.79,63,99,2.65,US,1701514042
486,mountain home,43.133,-115.6912,0.71,96,100,1.54,US,1701514043
487,sittwe,20.15,92.9,26.49,71,99,3.73,MM,1701513841
488,lamu,-2.2717,40.902,31.12,70,28,4.93,KE,1701514044
489,agat village,13.3886,144.6585,28.52,83,20,5.66,GU,1701514045
490,wagar,16.1525,36.2032,33.94,21,22,2.72,SD,1701514045
491,mwingi,-0.9344,38.0601,27.04,56,13,3.96,KE,1701514046
492,chamical,-30.36,-66.314,22.87,66,35,3.6,AR,1701514046
493,thurso,58.5927,-3.5259,-0.86,73,19,2.05,GB,1701513903
494,kamikawa,43.84,142.7711,-2.85,84,97,2.77,JP,1701514048
495,shingu,33.7333,135.9833,6.16,76,6,2.92,JP,1701514048
496,canico,32.6333,-16.85,20.4,66,20,2.06,PT,1701514049
497,damghan,36.1683,54.348,14.06,36,0,0.88,IR,1701514049
498,ad dabbah,18.05,30.95,32.67,24,0,5.45,SD,1701514050
499,al hazm,16.1641,44.7769,25.22,21,28,4.62,YE,1701514050
500,piterka,50.6803,47.4454,0.53,77,100,6.97,RU,1701514051
501,igrim,63.1906,64.4162,-17.45,97,100,2.25,RU,1701514051
502,pasuquin,18.3328,120.6177,30.97,55,20,4.12,PH,1701514052
503,lanzhou,36.0564,103.7922,4.17,37,36,0.99,CN,1701514053
504,greymouth,-42.4667,171.2,12.98,97,100,4.33,NZ,1701514053
505,colonel hill,22.7667,-74.2167,26.93,76,58,8.93,BS,1701514054
506,challapata,-18.9,-66.7667,10.9,59,96,2.84,BO,1701514054
507,balabac,7.9868,117.0645,28.06,82,91,7.55,PH,1701514054
508,glace bay,46.1969,-59.957,4.32,97,100,2.06,CA,1701514055
509,bubaque,11.2833,-15.8333,27.61,66,89,2.69,GW,1701514055
510,la paz,-16.5,-68.15,8.65,77,75,3.09,BO,1701513953
511,magala,14.9954,75.7963,30.16,36,45,5.79,IN,1701514056
512,coro,11.4045,-69.6734,24.6,87,17,5.24,VE,1701514057
513,belmonte,-15.8631,-38.8828,26.8,72,97,4.6,BR,1701514057
514,slave lake,55.2834,-114.769,-13.01,85,100,4.12,CA,1701514057
515,novyy urgal,51.0736,132.5642,-20.55,99,46,0.36,RU,1701514058
516,arauca,7.0847,-70.7591,21.48,77,9,1.51,CO,1701514060
517,thurles,52.6819,-7.8022,3.0,91,80,2.07,IE,1701514060
518,waingapu,-9.6567,120.2641,28.0,82,100,1.7,ID,1701514061
519,cockburn town,21.4612,-71.1419,27.21,76,9,9.03,TC,1701514061
520,frederico westphalen,-27.3592,-53.3944,24.79,85,59,1.36,BR,1701514061
521,lisala,2.15,21.5167,31.4,51,100,1.77,CD,1701514062
522,alofi,-19.0595,-169.9187,25.66,83,12,7.88,NU,1701514062
523,birjand,32.8663,59.2211,19.26,14,40,4.12,IR,1701514063
524,sarikei,2.1167,111.5167,25.35,91,84,0.85,MY,1701514063
525,brak,27.5496,14.2714,23.87,14,59,4.78,LY,1701514064
526,tuy hoa,13.0833,109.3,24.23,94,94,3.3,VN,1701514064
527,errachidia,31.9275,-4.4285,17.03,25,20,0.0,MA,1701514065
528,taro,-8.3862,115.28,24.0,93,100,1.29,ID,1701514065
529,kyzyl-suu,42.3414,78.0056,2.67,63,84,2.12,KG,1701514066
530,novouzensk,50.4592,48.1431,1.81,76,100,7.24,RU,1701514021
531,port hedland,-20.3167,118.5667,27.03,69,1,7.72,AU,1701514066
532,wasagu,11.3764,5.7954,34.33,11,12,4.25,NG,1701514067
533,sur,22.5667,59.5289,26.54,51,0,4.65,OM,1701514067
534,stolin,51.8912,26.846,-2.34,93,100,2.3,BY,1701514068
535,dunda,-8.1167,34.25,29.53,39,39,1.77,TZ,1701514068
536,howard springs,-12.497,131.047,30.95,88,88,4.87,AU,1701514069
537,onega,63.9061,38.1404,-7.69,95,100,0.43,RU,1701514069
538,ta`u,-14.2336,-169.5144,27.47,80,100,5.62,AS,1701514070
539,kunshan,31.3776,120.9543,8.94,29,15,0.07,CN,1701514070
540,bunde,53.1833,7.2667,1.06,94,99,1.98,DE,1701513891
541,acapulco de juarez,16.8634,-99.8901,26.0,74,96,1.51,MX,1701514071
542,beloyarskiy,63.7119,66.6722,-15.56,96,99,1.79,RU,1701514071
543,al mijlad,11.0333,27.7333,35.96,15,8,6.06,SD,1701514072
544,conde,-7.2597,-34.9075,27.7,74,40,4.12,BR,1701514072
545,brisas de zicatela,15.8369,-97.0419,25.39,66,55,1.62,MX,1701514074
546,zabaykal'sk,49.6333,117.3167,-18.15,90,5,1.88,RU,1701513841
547,guantanamo,20.1444,-75.2092,21.76,92,44,1.48,CU,1701514075
548,nishinoomote,30.7333,131.0,13.51,43,9,1.33,JP,1701514075
549,bandarbeyla,9.4942,50.8122,27.45,58,50,12.09,SO,1701514076
550,chongwe,-15.3292,28.682,26.44,46,66,3.45,ZM,1701514077
551,southport,53.6478,-3.0065,1.14,93,40,5.66,GB,1701514077
552,petawawa,45.9001,-77.3328,-1.79,64,100,0.45,CA,1701514078
553,kalevala,65.2,31.1667,-8.84,94,100,4.02,RU,1701514078
554,dingwall,57.5953,-4.4272,-3.01,80,6,1.28,GB,1701514079
555,kirkwood,38.5834,-90.4068,5.25,89,99,1.34,US,1701514079
556,tobelo,1.7284,128.0095,27.49,83,92,1.82,ID,1701514080
557,puerto santa,-8.9906,-78.6456,18.98,91,100,3.73,PE,1701514081
558,anahuac,27.2333,-100.15,15.74,94,100,1.92,MX,1701514082
559,arno,60.1167,18.6333,-1.23,83,100,3.52,SE,1701514082
560,choibalsan,48.0667,114.5,-11.65,78,5,3.67,MN,1701514083
561,aoulef,26.9667,1.0833,24.78,9,0,2.76,DZ,1701514083
562,jahangirpur,28.1833,77.7167,25.15,34,1,1.88,IN,1701514083
563,falesti,47.5736,27.7092,3.92,76,100,2.34,MD,1701514084
